event_date,event_location,fighter1,fighter2,result_raw,winner,kd_1,kd_2,str_1,str_2,td_1,td_2,sub_1,sub_2,weight_class,method,method_detail,round,time
"September 28, 2024","Paris, Ile-de-France, France",Fares Ziam,Matt Frevola,win,Fares Ziam,1,0,58,16,4,1,1,1,Lightweight,KO/TKO,Knee,3,2:59
"September 28, 2024","Paris, Ile-de-France, France",Ion Cutelaba,Ivan Erslan,win,Ion Cutelaba,0,0,45,39,3,1,0,0,Light Heavyweight,S-DEC,,3,5:00
"September 28, 2024","Paris, Ile-de-France, France",Oumar Sy,Da Woon Jung,win,Oumar Sy,0,0,90,29,2,0,0,0,Light Heavyweight,U-DEC,,3,5:00
"September 28, 2024","Paris, Ile-de-France, France",Ludovit Klein,Roosevelt Roberts,win,Ludovit Klein,0,0,45,24,2,0,0,0,Lightweight,U-DEC,,3,5:00
"September 28, 2024","Paris, Ile-de-France, France",Taylor Lapilus,Vince Morales,win,Taylor Lapilus,0,0,94,39,0,2,0,0,Bantamweight,U-DEC,,3,5:00
"September 28, 2024","Paris, Ile-de-France, France",Ailin Perez,Daria Zhelezniakova,win,Ailin Perez,0,0,7,5,2,1,1,0,Women's Bantamweight,SUB,Arm Triangle,1,3:52
"September 28, 2024","Paris, Ile-de-France, France",Daniel Barez,Victor Altamirano,win,Daniel Barez,1,0,67,71,0,0,0,0,Flyweight,U-DEC,,3,5:00
"September 28, 2024","Paris, Ile-de-France, France",Jacqueline Cavalcanti,Nora Cornolle,win,Jacqueline Cavalcanti,0,0,54,54,0,1,0,0,Women's Bantamweight,S-DEC,,3,5:00
"September 28, 2024","Paris, Ile-de-France, France",Chris Duncan,Bolaji Oki,win,Chris Duncan,0,0,10,28,0,2,1,0,Lightweight,SUB,Guillotine Choke,1,3:34
"September 14, 2024","Las Vegas, Nevada, USA",Merab Dvalishvili,Sean O'Malley,win,Merab Dvalishvili,0,0,82,47,6,0,0,0,Bantamweight,U-DEC,,5,5:00
"September 14, 2024","Las Vegas, Nevada, USA",Valentina Shevchenko,Alexa Grasso,win,Valentina Shevchenko,0,0,45,18,8,1,0,2,Women's Flyweight,U-DEC,,5,5:00
"September 14, 2024","Las Vegas, Nevada, USA",Diego Lopes,Brian Ortega,win,Diego Lopes,0,0,106,63,1,0,0,0,Featherweight,U-DEC,,3,5:00
"September 14, 2024","Las Vegas, Nevada, USA",Esteban Ribovics,Daniel Zellhuber,win,Esteban Ribovics,0,1,156,121,0,0,0,0,Lightweight,S-DEC,,3,5:00
"September 14, 2024","Las Vegas, Nevada, USA",Ronaldo Rodriguez,Ode Osbourne,win,Ronaldo Rodriguez,0,1,35,37,1,1,0,2,Flyweight,U-DEC,,3,5:00
"September 14, 2024","Las Vegas, Nevada, USA",Norma Dumont,Irene Aldana,win,Norma Dumont,0,0,159,69,0,0,0,0,Women's Bantamweight,U-DEC,,3,5:00
"September 14, 2024","Las Vegas, Nevada, USA",Ignacio Bahamondes,Manuel Torres,win,Ignacio Bahamondes,2,0,31,20,0,0,0,0,Lightweight,KO/TKO,Punch,1,4:02
"September 14, 2024","Las Vegas, Nevada, USA",Ketlen Souza,Yazmin Jauregui,win,Ketlen Souza,1,0,21,35,0,0,1,0,Women's Strawweight,SUB,Rear Naked Choke,1,3:02
"September 14, 2024","Las Vegas, Nevada, USA",Joshua Van,Edgar Chairez,win,Joshua Van,0,0,118,79,3,0,0,1,Flyweight,U-DEC,,3,5:00
"September 14, 2024","Las Vegas, Nevada, USA",Raul Rosas Jr.,Aoriqileng,win,Raul Rosas Jr.,0,0,41,22,3,0,0,0,Bantamweight,U-DEC,,3,5:00
"September 07, 2024","Las Vegas, Nevada, USA",Sean Brady,Gilbert Burns,win,Sean Brady,0,0,130,47,7,1,0,0,Welterweight,U-DEC,,5,5:00
"September 07, 2024","Las Vegas, Nevada, USA",Natalia Silva,Jessica Andrade,win,Natalia Silva,0,0,117,50,0,0,0,0,Women's Flyweight,U-DEC,,3,5:00
"September 07, 2024","Las Vegas, Nevada, USA",Steve Garcia,Kyle Nelson,win,Steve Garcia,0,0,22,1,0,0,0,0,Featherweight,KO/TKO,Elbows,1,3:59
"September 07, 2024","Las Vegas, Nevada, USA",Cody Durden,Matt Schnell,win,Cody Durden,0,0,34,40,0,0,1,0,Bantamweight,SUB,Guillotine Choke,2,0:29
"September 07, 2024","Las Vegas, Nevada, USA",Yanal Ashmouz,Trevor Peek,win,Yanal Ashmouz,0,0,42,55,9,0,0,0,Lightweight,U-DEC,,3,5:00
"September 07, 2024","Las Vegas, Nevada, USA",Chris Padilla,Rongzhu,win,Chris Padilla,0,0,68,49,0,0,0,0,Lightweight,KO/TKO,,2,4:14
"September 07, 2024","Las Vegas, Nevada, USA",Isaac Dulgarian,Brendon Marotte,win,Isaac Dulgarian,0,0,41,3,2,0,2,0,Featherweight,SUB,Arm Triangle,2,4:19
"September 07, 2024","Las Vegas, Nevada, USA",Andre Lima,Felipe dos Santos,win,Andre Lima,0,0,18,38,2,0,2,0,Flyweight,U-DEC,,3,5:00
"September 07, 2024","Las Vegas, Nevada, USA",Gabriel Santos,Yizha,win,Gabriel Santos,1,0,76,41,2,0,0,0,Featherweight,U-DEC,,3,5:00
"September 07, 2024","Las Vegas, Nevada, USA",Jaqueline Amorim,Vanessa Demopoulos,win,Jaqueline Amorim,0,0,2,2,1,0,1,0,Women's Strawweight,SUB,Armbar,1,3:28
"September 07, 2024","Las Vegas, Nevada, USA",Andre Petroski,Dylan Budka,win,Andre Petroski,0,0,23,17,3,0,0,0,Middleweight,U-DEC,,3,5:00
"September 07, 2024","Las Vegas, Nevada, USA",Nathan Fletcher,Zygimantas Ramaska,win,Nathan Fletcher,0,0,14,6,4,0,1,1,Featherweight,SUB,Arm Triangle,2,1:14
"August 24, 2024","Las Vegas, Nevada, USA",Caio Borralho,Jared Cannonier,win,Caio Borralho,1,0,153,83,0,0,1,0,Middleweight,U-DEC,,5,5:00
"August 24, 2024","Las Vegas, Nevada, USA",Tabatha Ricci,Angela Hill,win,Tabatha Ricci,0,0,101,112,3,0,0,0,Women's Strawweight,U-DEC,,3,5:00
"August 24, 2024","Las Vegas, Nevada, USA",Ryan Loder,Robert Valentin,win,Ryan Loder,0,0,42,1,1,0,1,2,Middleweight,KO/TKO,Elbows,2,1:49
"August 24, 2024","Las Vegas, Nevada, USA",Mairon Santos,Kaan Ofli,win,Mairon Santos,1,0,31,12,0,0,0,0,Featherweight,KO/TKO,Punch,2,1:30
"August 24, 2024","Las Vegas, Nevada, USA",Michael Morales,Neil Magny,win,Michael Morales,1,0,34,5,0,0,0,0,Welterweight,KO/TKO,Punches,1,4:39
"August 24, 2024","Las Vegas, Nevada, USA",Gerald Meerschaert,Edmen Shahbazyan,win,Gerald Meerschaert,0,0,21,48,1,0,1,0,Middleweight,SUB,Arm Triangle,2,4:12
"August 24, 2024","Las Vegas, Nevada, USA",Francis Marshall,Dennis Buzukja,win,Francis Marshall,1,0,57,66,1,0,0,0,Lightweight,S-DEC,,3,5:00
"August 24, 2024","Las Vegas, Nevada, USA",Zach Reese,Jose Daniel Medina,win,Zach Reese,0,0,75,32,5,1,1,0,Middleweight,U-DEC,,3,5:00
"August 24, 2024","Las Vegas, Nevada, USA",Viacheslav Borshchev,James Llontop,win,Viacheslav Borshchev,0,0,96,93,0,0,0,0,Lightweight,S-DEC,,3,5:00
"August 24, 2024","Las Vegas, Nevada, USA",Jacqueline Cavalcanti,Josiane Nunes,win,Jacqueline Cavalcanti,0,0,91,52,0,0,0,0,Women's Bantamweight,S-DEC,,3,5:00
"August 24, 2024","Las Vegas, Nevada, USA",Wang Cong,Victoria Leonardo,win,Wang Cong,1,0,10,1,0,0,0,0,Women's Flyweight,KO/TKO,Punches,1,1:02
"August 17, 2024","Perth, Western Australia, Australia",Dricus Du Plessis,Israel Adesanya,win,Dricus Du Plessis,0,0,90,97,4,0,2,0,Middleweight,SUB,Rear Naked Choke,4,3:38
"August 17, 2024","Perth, Western Australia, Australia",Kai Kara-France,Steve Erceg,win,Kai Kara-France,2,0,18,9,0,0,0,0,Flyweight,KO/TKO,Punch,1,4:04
"August 17, 2024","Perth, Western Australia, Australia",Dan Hooker,Mateusz Gamrot,win,Dan Hooker,0,0,65,64,0,5,0,0,Lightweight,S-DEC,,3,5:00
"August 17, 2024","Perth, Western Australia, Australia",Jairzinho Rozenstruik,Tai Tuivasa,win,Jairzinho Rozenstruik,0,0,91,37,0,0,0,0,Heavyweight,S-DEC,,3,5:00
"August 17, 2024","Perth, Western Australia, Australia",Carlos Prates,Li Jingliang,win,Carlos Prates,3,0,55,41,0,0,0,0,Welterweight,KO/TKO,Punch,2,4:02
"August 17, 2024","Perth, Western Australia, Australia",Valter Walker,Junior Tafa,win,Valter Walker,0,0,4,5,2,0,1,0,Heavyweight,SUB,Heel Hook,1,4:56
"August 17, 2024","Perth, Western Australia, Australia",Ricardo Ramos,Josh Culibao,win,Ricardo Ramos,0,1,27,70,1,0,1,0,Featherweight,S-DEC,,3,5:00
"August 17, 2024","Perth, Western Australia, Australia",Casey O'Neill,Luana Santos,win,Casey O'Neill,0,0,83,41,0,1,1,0,Women's Flyweight,U-DEC,,3,5:00
"August 17, 2024","Perth, Western Australia, Australia",Jack Jenkins,Herbert Burns,win,Jack Jenkins,2,0,73,24,0,2,0,0,Featherweight,KO/TKO,Punches,3,0:48
"August 17, 2024","Perth, Western Australia, Australia",Tom Nolan,Alex Reyes,win,Tom Nolan,0,0,84,69,0,2,1,0,Lightweight,U-DEC,,3,5:00
"August 17, 2024","Perth, Western Australia, Australia",Song Kenan,Ricky Glenn,win,Song Kenan,0,0,87,40,1,2,0,0,Welterweight,U-DEC,,3,5:00
"August 17, 2024","Perth, Western Australia, Australia",Jesus Aguilar,Stewart Nicoll,win,Jesus Aguilar,0,0,3,8,0,1,1,0,Flyweight,SUB,Guillotine Choke,1,2:39
"August 10, 2024","Las Vegas, Nevada, USA",Serghei Spivac,Marcin Tybura,win,Serghei Spivac,0,0,3,0,1,0,1,0,Heavyweight,SUB,Armbar,1,1:44
"August 10, 2024","Las Vegas, Nevada, USA",Chepe Mariscal,Damon Jackson,win,Chepe Mariscal,0,0,73,32,5,1,0,0,Featherweight,U-DEC,,3,5:00
"August 10, 2024","Las Vegas, Nevada, USA",Danny Barlow,Nikolay Veretennikov,win,Danny Barlow,0,0,47,50,0,0,0,0,Welterweight,S-DEC,,3,5:00
"August 10, 2024","Las Vegas, Nevada, USA",Chris Gutierrez,Quang Le,win,Chris Gutierrez,0,0,59,16,0,2,0,0,Bantamweight,U-DEC,,3,5:00
"August 10, 2024","Las Vegas, Nevada, USA",Yana Santos,Chelsea Chandler,win,Yana Santos,1,0,94,56,0,0,0,0,Women's Bantamweight,U-DEC,,3,5:00
"August 10, 2024","Las Vegas, Nevada, USA",Toshiomi Kazama,Charalampos Grigoriou,win,Toshiomi Kazama,0,1,2,26,1,0,1,0,Bantamweight,SUB,Triangle Choke,2,1:55
"August 10, 2024","Las Vegas, Nevada, USA",Karol Rosa,Pannie Kianzad,win,Karol Rosa,0,0,117,92,1,0,0,0,Women's Bantamweight,U-DEC,,3,5:00
"August 10, 2024","Las Vegas, Nevada, USA",Jhonata Diniz,Karl Williams,win,Jhonata Diniz,0,0,59,29,0,2,0,0,Heavyweight,U-DEC,,3,5:00
"August 10, 2024","Las Vegas, Nevada, USA",Youssef Zalal,Jarno Errens,win,Youssef Zalal,0,0,10,6,1,0,1,0,Featherweight,SUB,Rear Naked Choke,1,3:52
"August 10, 2024","Las Vegas, Nevada, USA",Stephanie Luciano,Talita Alencar,win,Stephanie Luciano,1,0,72,41,0,1,0,0,Women's Strawweight,U-DEC,,3,5:00
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Umar Nurmagomedov,Cory Sandhagen,win,Umar Nurmagomedov,0,0,98,71,5,0,0,0,Bantamweight,U-DEC,,5,5:00
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Shara Magomedov,Michal Oleksiejczuk,win,Shara Magomedov,0,0,97,77,0,3,0,0,Middleweight,U-DEC,,3,5:00
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Deiveson Figueiredo,Marlon Vera,win,Deiveson Figueiredo,1,0,45,52,2,0,0,0,Bantamweight,U-DEC,,3,5:00
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Michael Chiesa,Tony Ferguson,win,Michael Chiesa,0,0,4,10,1,0,1,0,Welterweight,SUB,Rear Naked Choke,1,3:44
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Mackenzie Dern,Loopy Godinez,win,Mackenzie Dern,0,0,72,67,2,2,0,1,Women's Strawweight,U-DEC,,3,5:00
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Joel Alvarez,Elves Brener,win,Joel Alvarez,1,0,95,45,0,0,1,0,Lightweight,KO/TKO,Knees,3,3:36
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Azamat Murzakanov,Alonzo Menifield,win,Azamat Murzakanov,1,0,45,15,0,0,0,0,Light Heavyweight,KO/TKO,Punches,2,3:18
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Kaue Fernandes,Mohammad Yahya,win,Kaue Fernandes,1,0,37,4,0,0,0,0,Lightweight,KO/TKO,Punches,1,4:45
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Shamil Gaziev,Don'Tale Mayes,win,Shamil Gaziev,0,0,31,27,2,0,0,0,Heavyweight,U-DEC,,3,5:00
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Guram Kutateladze,Jordan Vucenic,win,Guram Kutateladze,0,1,30,34,1,0,0,0,Lightweight,U-DEC,,3,5:00
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Sam Hughes,Viktoriia Dudakova,win,Sam Hughes,0,0,97,61,0,3,0,0,Women's Strawweight,S-DEC,,3,5:00
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Jai Herbert,Rolando Bedoya,win,Jai Herbert,1,0,82,67,2,0,0,0,Lightweight,U-DEC,,3,5:00
"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",Sedriques Dumas,Denis Tiuliulin,win,Sedriques Dumas,0,0,49,26,3,3,0,0,Middleweight,U-DEC,,3,5:00
"July 27, 2024","Manchester, England, United Kingdom",Belal Muhammad,Leon Edwards,win,Belal Muhammad,0,0,68,47,9,2,0,0,Welterweight,U-DEC,,5,5:00
"July 27, 2024","Manchester, England, United Kingdom",Tom Aspinall,Curtis Blaydes,win,Tom Aspinall,1,0,14,5,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:00
"July 27, 2024","Manchester, England, United Kingdom",Paddy Pimblett,King Green,win,Paddy Pimblett,0,0,8,15,0,1,2,0,Lightweight,SUB,Triangle Choke,1,3:22
"July 27, 2024","Manchester, England, United Kingdom",Gregory Rodrigues,Christian Leroy Duncan,win,Gregory Rodrigues,0,0,45,29,4,0,0,0,Middleweight,U-DEC,,3,5:00
"July 27, 2024","Manchester, England, United Kingdom",Arnold Allen,Giga Chikadze,win,Arnold Allen,0,0,61,38,0,0,0,0,Featherweight,U-DEC,,3,5:00
"July 27, 2024","Manchester, England, United Kingdom",Nathaniel Wood,Daniel Pineda,win,Nathaniel Wood,1,0,66,32,0,1,1,0,Featherweight,U-DEC,,3,5:00
"July 27, 2024","Manchester, England, United Kingdom",Bruna Brasil,Molly McCann,win,Bruna Brasil,0,0,44,32,3,2,0,0,Women's Strawweight,U-DEC,,3,5:00
"July 27, 2024","Manchester, England, United Kingdom",Jake Hadley,Caolan Loughran,win,Jake Hadley,0,0,81,66,0,1,0,0,Bantamweight,U-DEC,,3,5:00
"July 27, 2024","Manchester, England, United Kingdom",Muhammad Mokaev,Manel Kape,win,Muhammad Mokaev,0,0,30,20,3,0,0,0,Flyweight,U-DEC,,3,5:00
"July 27, 2024","Manchester, England, United Kingdom",Oban Elliott,Preston Parsons,win,Oban Elliott,0,0,44,36,1,1,0,0,Welterweight,U-DEC,,3,5:00
"July 27, 2024","Manchester, England, United Kingdom",Modestas Bukauskas,Marcin Prachnio,win,Modestas Bukauskas,0,0,38,70,2,0,1,0,Light Heavyweight,SUB,Arm Triangle,3,3:12
"July 27, 2024","Manchester, England, United Kingdom",Sam Patterson,Kiefer Crosbie,win,Sam Patterson,0,0,9,9,1,0,1,0,Welterweight,SUB,Arm Triangle,1,2:50
"July 27, 2024","Manchester, England, United Kingdom",Mick Parkin,Lukasz Brzeski,win,Mick Parkin,1,0,34,24,0,0,0,0,Heavyweight,KO/TKO,Punches,1,3:23
"July 27, 2024","Manchester, England, United Kingdom",Shauna Bannon,Alice Ardelean,win,Shauna Bannon,0,0,77,57,0,2,0,0,Women's Strawweight,S-DEC,,3,5:00
"July 20, 2024","Las Vegas, Nevada, USA",Virna Jandiroba,Amanda Lemos,win,Virna Jandiroba,0,0,2,2,1,0,4,1,Women's Strawweight,SUB,Armbar,2,4:48
"July 20, 2024","Las Vegas, Nevada, USA",Steve Garcia,SeungWoo Choi,win,Steve Garcia,1,0,15,9,0,0,0,0,Featherweight,KO/TKO,Punch,1,1:36
"July 20, 2024","Las Vegas, Nevada, USA",Kurt Holobaugh,Kaynan Kruschewsky,win,Kurt Holobaugh,0,0,92,89,1,3,0,2,Lightweight,U-DEC,,3,5:00
"July 20, 2024","Las Vegas, Nevada, USA",Bruno Silva,Cody Durden,win,Bruno Silva,1,0,42,28,0,1,0,3,Flyweight,KO/TKO,Punches,2,2:58
"July 20, 2024","Las Vegas, Nevada, USA",Dooho Choi,Bill Algeo,win,Dooho Choi,0,0,21,17,2,2,3,0,Featherweight,KO/TKO,Punch,2,3:38
"July 20, 2024","Las Vegas, Nevada, USA",Hyder Amil,JeongYeong Lee,win,Hyder Amil,0,0,42,4,0,0,0,0,Featherweight,KO/TKO,Punches,1,1:05
"July 20, 2024","Las Vegas, Nevada, USA",Cody Gibson,Brian Kelleher,win,Cody Gibson,0,0,13,2,2,0,1,0,Bantamweight,SUB,Arm Triangle,1,3:58
"July 20, 2024","Las Vegas, Nevada, USA",Miranda Maverick,Dione Barbosa,win,Miranda Maverick,0,0,30,21,2,1,0,1,Women's Flyweight,U-DEC,,3,5:00
"July 20, 2024","Las Vegas, Nevada, USA",Trey Ogden,Loik Radzhabov,win,Trey Ogden,0,0,24,42,4,0,2,0,Lightweight,U-DEC,,3,5:00
"July 20, 2024","Las Vegas, Nevada, USA",Luana Carolina,Lucie Pudilova,win,Luana Carolina,0,0,94,43,0,2,0,0,Women's Flyweight,U-DEC,,3,5:00
"July 20, 2024","Las Vegas, Nevada, USA",Thomas Petersen,Mohammed Usman,win,Thomas Petersen,0,0,76,63,2,0,0,0,Heavyweight,U-DEC,,3,5:00
"July 13, 2024","Denver, Colorado, USA",Rose Namajunas,Tracy Cortez,win,Rose Namajunas,1,0,96,58,5,2,0,0,Women's Flyweight,U-DEC,,5,5:00
"July 13, 2024","Denver, Colorado, USA",Muslim Salikhov,Santiago Ponzinibbio,win,Muslim Salikhov,0,0,46,41,0,2,0,0,Welterweight,S-DEC,,3,5:00
"July 13, 2024","Denver, Colorado, USA",Jean Silva,Drew Dober,win,Jean Silva,0,0,53,59,0,0,0,0,Lightweight,KO/TKO,,3,1:28
"July 13, 2024","Denver, Colorado, USA",Gabriel Bonfim,Ange Loosa,win,Gabriel Bonfim,0,0,101,52,1,4,0,0,Welterweight,U-DEC,,3,5:00
"July 13, 2024","Denver, Colorado, USA",Julian Erosa,Christian Rodriguez,win,Julian Erosa,0,0,35,33,1,0,1,0,Featherweight,SUB,Guillotine Choke,1,4:49
"July 13, 2024","Denver, Colorado, USA",Abdul Razak Alhassan,Cody Brundage,nc/nc,,0,0,23,1,0,0,0,0,Middleweight,CNC,,1,0:37
"July 13, 2024","Denver, Colorado, USA",Charles Johnson,Joshua Van,win,Charles Johnson,1,0,88,67,0,1,0,0,Flyweight,KO/TKO,Punch,3,0:20
"July 13, 2024","Denver, Colorado, USA",Jasmine Jasudavicius,Fatima Kline,win,Jasmine Jasudavicius,0,0,40,39,4,1,1,0,Women's Flyweight,U-DEC,,3,5:00
"July 13, 2024","Denver, Colorado, USA",Montel Jackson,Da'Mon Blackshear,win,Montel Jackson,1,0,4,1,0,0,0,0,Bantamweight,KO/TKO,Punch,1,0:18
"July 13, 2024","Denver, Colorado, USA",Luana Santos,Mariya Agapova,win,Luana Santos,0,0,2,3,1,0,3,0,Women's Flyweight,SUB,Rear Naked Choke,1,3:27
"July 13, 2024","Denver, Colorado, USA",Andre Petroski,Josh Fremd,win,Andre Petroski,0,0,12,16,3,0,1,0,Middleweight,U-DEC,,3,5:00
"July 13, 2024","Denver, Colorado, USA",Evan Elder,Darrius Flowers,win,Evan Elder,0,0,45,24,0,1,1,0,Welterweight,SUB,Arm Triangle,2,1:46
"June 29, 2024","Las Vegas, Nevada, USA",Alex Pereira,Jiri Prochazka,win,Alex Pereira,2,0,38,7,0,0,0,0,Light Heavyweight,KO/TKO,Kick,2,0:13
"June 29, 2024","Las Vegas, Nevada, USA",Diego Lopes,Dan Ige,win,Diego Lopes,0,0,49,42,1,0,1,0,Catch Weight,U-DEC,,3,5:00
"June 29, 2024","Las Vegas, Nevada, USA",Roman Dolidze,Anthony Smith,win,Roman Dolidze,0,0,100,51,1,0,0,0,Light Heavyweight,U-DEC,,3,5:00
"June 29, 2024","Las Vegas, Nevada, USA",Macy Chiasson,Mayra Bueno Silva,win,Macy Chiasson,0,0,50,46,1,0,0,0,Women's Bantamweight,KO/TKO,,2,1:58
"June 29, 2024","Las Vegas, Nevada, USA",Ian Machado Garry,Michael Page,win,Ian Machado Garry,0,0,19,21,2,0,2,0,Welterweight,U-DEC,,3,5:00
"June 29, 2024","Las Vegas, Nevada, USA",Joe Pyfer,Marc-Andre Barriault,win,Joe Pyfer,1,0,8,0,0,0,0,0,Middleweight,KO/TKO,Punch,1,1:25
"June 29, 2024","Las Vegas, Nevada, USA",Andre Fili,Cub Swanson,win,Andre Fili,0,0,67,62,2,0,0,0,Featherweight,S-DEC,,3,5:00
"June 29, 2024","Las Vegas, Nevada, USA",Jean Silva,Charles Jourdain,win,Jean Silva,2,0,34,23,0,3,0,0,Featherweight,KO/TKO,Punch,2,1:22
"June 29, 2024","Las Vegas, Nevada, USA",Payton Talbott,Yanis Ghemmouri,win,Payton Talbott,1,0,13,1,0,0,0,0,Bantamweight,KO/TKO,Punch,1,0:19
"June 29, 2024","Las Vegas, Nevada, USA",Gillian Robertson,Michelle Waterson-Gomez,win,Gillian Robertson,0,0,77,21,2,1,2,0,Women's Strawweight,U-DEC,,3,5:00
"June 29, 2024","Las Vegas, Nevada, USA",Martin Buday,Andrei Arlovski,win,Martin Buday,0,0,54,74,0,0,0,0,Heavyweight,S-DEC,,3,5:00
"June 29, 2024","Las Vegas, Nevada, USA",Rei Tsuruya,Carlos Hernandez,win,Rei Tsuruya,0,0,17,16,3,1,0,0,Flyweight,U-DEC,,3,5:00
"June 29, 2024","Las Vegas, Nevada, USA",Vinicius Oliveira,Ricky Simon,win,Vinicius Oliveira,0,0,96,42,1,2,0,0,Bantamweight,U-DEC,,3,5:00
"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",Robert Whittaker,Ikram Aliskerov,win,Robert Whittaker,1,0,14,5,0,0,0,0,Middleweight,KO/TKO,Punch,1,1:49
"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",Alexander Volkov,Sergei Pavlovich,win,Alexander Volkov,0,0,83,46,0,0,0,0,Heavyweight,U-DEC,,3,5:00
"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",Kelvin Gastelum,Daniel Rodriguez,win,Kelvin Gastelum,0,0,112,127,4,0,0,0,Middleweight,U-DEC,,3,5:00
"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",Shara Magomedov,Antonio Trocoli,win,Shara Magomedov,1,0,82,16,0,0,0,0,Middleweight,KO/TKO,Punches,3,2:27
"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",Volkan Oezdemir,Johnny Walker,win,Volkan Oezdemir,2,0,37,15,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,2:28
"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",Nasrat Haqparast,Jared Gordon,win,Nasrat Haqparast,0,0,146,141,0,0,0,0,Lightweight,S-DEC,,3,5:00
"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",Felipe Lima,Muhammad Naimov,win,Felipe Lima,0,0,37,30,1,1,1,0,Featherweight,SUB,Rear Naked Choke,3,1:15
"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",Rinat Fakhretdinov,Nicolas Dalby,win,Rinat Fakhretdinov,0,0,68,66,5,0,0,0,Welterweight,S-DEC,,3,5:00
"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",Muin Gafurov,Kyung Ho Kang,win,Muin Gafurov,0,0,47,12,1,3,0,0,Bantamweight,U-DEC,,3,5:00
"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",Magomed Gadzhiyasulov,Brendson Ribeiro,win,Magomed Gadzhiyasulov,0,0,26,17,5,3,0,1,Light Heavyweight,M-DEC,,3,5:00
"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",ChangHo Lee,Xiao Long,win,ChangHo Lee,0,0,84,68,2,2,0,0,Bantamweight,S-DEC,,3,5:00
"June 15, 2024","Las Vegas, Nevada, USA",Tatsuro Taira,Alex Perez,win,Tatsuro Taira,0,0,31,41,2,1,0,0,Flyweight,KO/TKO,,2,2:59
"June 15, 2024","Las Vegas, Nevada, USA",Miles Johns,Douglas Silva de Andrade,win,Miles Johns,0,0,50,36,0,0,0,0,Bantamweight,U-DEC,,3,5:00
"June 15, 2024","Las Vegas, Nevada, USA",Lucas Almeida,Timmy Cuamba,win,Lucas Almeida,1,0,70,59,0,2,0,0,Featherweight,U-DEC,,3,5:00
"June 15, 2024","Las Vegas, Nevada, USA",Brady Hiestand,Garrett Armfield,win,Brady Hiestand,0,1,22,49,6,0,3,1,Bantamweight,SUB,Rear Naked Choke,3,1:52
"June 15, 2024","Las Vegas, Nevada, USA",Asu Almabayev,Jose Johnson,win,Asu Almabayev,0,0,20,5,6,1,4,1,Flyweight,U-DEC,,3,5:00
"June 15, 2024","Las Vegas, Nevada, USA",Adam Fugitt,Josh Quinlan,win,Adam Fugitt,0,0,80,53,0,0,0,0,Welterweight,S-DEC,,3,5:00
"June 15, 2024","Las Vegas, Nevada, USA",Nate Maness,Jimmy Flick,win,Nate Maness,0,0,89,37,0,1,2,2,Flyweight,U-DEC,,3,5:00
"June 15, 2024","Las Vegas, Nevada, USA",Gabriella Fernandes,Carli Judice,win,Gabriella Fernandes,0,0,119,169,2,2,0,0,Women's Flyweight,S-DEC,,3,5:00
"June 15, 2024","Las Vegas, Nevada, USA",Westin Wilson,Jeka Saragih,win,Westin Wilson,0,0,0,4,1,0,3,0,Featherweight,SUB,Triangle Armbar,1,1:49
"June 15, 2024","Las Vegas, Nevada, USA",Melquizael Costa,Shayilan Nuerdanbieke,win,Melquizael Costa,0,0,16,6,2,4,2,1,Featherweight,SUB,Rear Naked Choke,3,1:50
"June 15, 2024","Las Vegas, Nevada, USA",Josefine Knutsson,Julia Polastri,win,Josefine Knutsson,0,0,124,64,0,3,0,1,Women's Strawweight,U-DEC,,3,5:00
"June 08, 2024","Louisville, Kentucky, USA",Nassourdine Imavov,Jared Cannonier,win,Nassourdine Imavov,0,0,82,64,2,1,0,0,Middleweight,KO/TKO,Punches,4,1:34
