event_name,event_date,fight_url
UFC Fight Night: Vera vs. Cruz,08/13/2022,http://ufcstats.com/fight-details/d19e010f071a4b45
UFC Fight Night: Vera vs. Cruz,08/13/2022,http://ufcstats.com/fight-details/abd50fad1e7b030b
UFC Fight Night: Vera vs. Cruz,08/13/2022,http://ufcstats.com/fight-details/38b6ef176439c39b
UFC Fight Night: Vera vs. Cruz,08/13/2022,http://ufcstats.com/fight-details/5f31f3e32669f5b9
UFC Fight Night: Vera vs. Cruz,08/13/2022,http://ufcstats.com/fight-details/b96c8fef6c9f92db
UFC Fight Night: Vera vs. Cruz,08/13/2022,http://ufcstats.com/fight-details/8986373b4a6e90b6
UFC Fight Night: Vera vs. Cruz,08/13/2022,http://ufcstats.com/fight-details/f858f91453555291
UFC Fight Night: Vera vs. Cruz,08/13/2022,http://ufcstats.com/fight-details/0823f97be9c3a62e
UFC Fight Night: Vera vs. Cruz,08/13/2022,http://ufcstats.com/fight-details/7f9a331bc3100afd
UFC Fight Night: Vera vs. Cruz,08/13/2022,http://ufcstats.com/fight-details/e05a18b6ce22fa1f
UFC Fight Night: Santos vs. Hill,08/06/2022,http://ufcstats.com/fight-details/a8bc6e005077bb0b
UFC Fight Night: Santos vs. Hill,08/06/2022,http://ufcstats.com/fight-details/a6b328733d610e2b
UFC Fight Night: Santos vs. Hill,08/06/2022,http://ufcstats.com/fight-details/36f38c2534ef646b
UFC Fight Night: Santos vs. Hill,08/06/2022,http://ufcstats.com/fight-details/2b11aa4b90b1dd41
UFC Fight Night: Santos vs. Hill,08/06/2022,http://ufcstats.com/fight-details/044d210d7b1eb519
UFC Fight Night: Santos vs. Hill,08/06/2022,http://ufcstats.com/fight-details/b530bb13aac1e48b
UFC Fight Night: Santos vs. Hill,08/06/2022,http://ufcstats.com/fight-details/eda397c27787afa4
UFC Fight Night: Santos vs. Hill,08/06/2022,http://ufcstats.com/fight-details/4adef20ce69217be
UFC Fight Night: Santos vs. Hill,08/06/2022,http://ufcstats.com/fight-details/b5274277ef6707c9
UFC Fight Night: Santos vs. Hill,08/06/2022,http://ufcstats.com/fight-details/a274ed04c36d40d4
